id,classification,subClassification,length,width,thickness,diameter,weight,quantity,broadperiod,fromdate,todate,district
483132,,,22.53,12.74,3.72,,0.85,1,NEOLITHIC,-4500,-2100,Cornwall
282964,,,41.5,17.64,3.72,,,1,NEOLITHIC,-3500,-2100,Calderdale
46648,,,35.29,28.17,3.75,,2.47,1,BRONZE AGE,-2500,-700,East Northamptonshire
746448,Oblique,,38.57,26.18,3.75,,3.19,1,NEOLITHIC,-2700,-2551,Babergh
435443,Leaf-shaped,,19.06,15.24,3.76,,0.9,1,NEOLITHIC,-3500,-2900,Northumberland
401713,,,21.9,18.69,3.8,,1.26,1,BRONZE AGE,-2000,-1500,Mole Valley
116668,Barbed and tanged,,23.1,15,3.8,,1.16,1,BRONZE AGE,-2150,-1500,Central Bedfordshire
99292,Triangular,,23.6,17.9,3.8,,1.43,1,NEOLITHIC,-3500,-2100,Leeds
271179,Barbed and tanged,,26.5,21.4,3.8,,2.27,1,NEOLITHIC,-2500,-1500,Isle of Wight
564035,,,29.2,21.7,3.8,,2.2,1,NEOLITHIC,-2500,-2100,East Riding of Yorkshire
46235,leaf shaped,,29.47,19.08,3.8,,2.02,1,NEOLITHIC,-4000,-2200,Daventry
781438,,,30.7,17,3.8,,2.1,1,NEOLITHIC,-4000,-2900,West Oxfordshire
231382,,,32.2,16.9,3.8,,1.91,1,NEOLITHIC,-3500,-2100,Bassetlaw
481899,,,32.5,17.9,3.8,,1.4,1,NEOLITHIC,-2900,-2100,Cornwall
182945,,,35.7,20.7,3.8,,2.61,1,,-3500,-2100,Isle of Wight
246605,Leaf shaped,,35.05,17.99,3.84,,2.27,1,NEOLITHIC,-3500,-2100,Ryedale
555395,,,42.45,7.2,3.85,,6.4,1,MEDIEVAL,1300,1500,Stafford
24386,,,24.15,16.4,3.86,,,1,NEOLITHIC,-4000,-2200,Lichfield
472100,,,31.4,17.5,3.86,,1.94,1,NEOLITHIC,-3500,-2500,Rotherham
605072,Oblique,,41.29,26.15,3.86,,2.4,1,NEOLITHIC,-2500,-2100,Cheshire West and Chester
119023,,,20.36,12.27,3.87,,1.11,1,NEOLITHIC,-3500,-1500,Sedgemoor
396200,,,22.15,17.74,3.87,,1.62,1,NEOLITHIC,-3500,-2100,St. Edmundsbury
452974,,,22.78,23.71,3.88,,2.38,1,BRONZE AGE,-2500,-1500,Surrey Heath
211953,,,24.99,19.75,3.88,,1.4,1,NEOLITHIC,-2150,-1500,York
499530,,,22.78,16.73,3.89,,1.6,1,NEOLITHIC,-3500,-2100,Lichfield
246305,hollow based,,31.27,20.67,3.89,,2.54,1,NEOLITHIC,-2500,-2100,Rotherham
773841,,,22.7,16.5,3.9,,0.9,1,BRONZE AGE,-2000,-1500,Ryedale
184834,Barbed and Tanged,,23.4,19.3,3.9,,1.21,1,NEOLITHIC,-2500,-1500,North Lincolnshire
654801,Oblique,,24.4,15.8,3.9,,1.51,1,BRONZE AGE,-2700,-1600,West Lindsey
185204,,,27.3,21.3,3.9,,1.6,1,BRONZE AGE,-2150,-1500,Taunton Deane
501916,Neolithic,,30.1,17,3.9,,1.89,1,NEOLITHIC,-3500,-2500,Rotherham
110947,,,46.69,19.54,3.9,,4.08,1,NEOLITHIC,-5500,-2900,Cherwell
100001,,,47,15.5,3.9,,6.52,1,BRONZE AGE,-2150,-800,Forest Heath
393802,,,29.11,22.32,3.92,,2.2,1,NEOLITHIC,-3500,-2500,Northumberland
282998,,,23.05,14.5,3.93,,,1,NEOLITHIC,-3500,-2100,Calderdale
483689,Leaf Shaped,,17.71,19.68,3.95,,1.38,1,NEOLITHIC,-3500,-2100,Newark and Sherwood
446967,,,23.38,24.18,3.95,,2.58,1,NEOLITHIC,-2800,-1500,Cornwall
805249,,,29.2,20.05,3.97,,1.8,1,BRONZE AGE,-2350,-1600,Northampton
185772,Leaf-shaped,,17.64,9.89,3.99,,0.55,1,NEOLITHIC,-2500,-2100,Vale of White Horse
505201,,,30.77,14.54,3.99,,1.44,1,NEOLITHIC,-3500,-2100,Babergh
800834,,,31.35,17.44,3.99,,1.6,1,BRONZE AGE,-2500,-1500,Bromley
460821,Lithic Implement,,12.4515,11.25,4,,0.4,1,NEOLITHIC,-4500,-2100,Cornwall
466917,,,18,14,4,,1.05,1,NEOLITHIC,-4500,-2100,Cornwall
448959,,,18,13,4,,1.25,1,NEOLITHIC,-2500,-2100,Cornwall
445699,,,18.8,20.9,4,,1.7,1,NEOLITHIC,-2500,-2100,Cornwall
473603,,,19,11.5,4,,1.64,1,NEOLITHIC,-4500,-2100,Cornwall
446083,,,19,14,4,,0.9,1,NEOLITHIC,-4500,-2900,Cornwall
474558,Barbed and tanged,,19,15,4,,1,1,BRONZE AGE,-2500,-1500,North Dorset
412217,,,19,14,4,,0.92,1,NEOLITHIC,,,Cornwall
471762,Leaf shaped,,20,20,4,,1.5,1,NEOLITHIC,-3500,-2100,North Dorset
412717,,,21,16,4,,1.02,1,BRONZE AGE,-2100,-800,Huntingdonshire
461749,,,21.3,14.5,4,,1.02,1,NEOLITHIC,-3500,-2900,West Lindsey
291133,,,22,15,4,,1.21,1,NEOLITHIC,-2900,-2100,Warwick
61369,,,22,17,4,,,1,NEOLITHIC,-2500,-2150,Newark and Sherwood
100091,barbed,,22,19,4,,,1,BRONZE AGE,-2150,-1500,Stroud
110875,,,22,16,4,,1.09,1,BRONZE AGE,-2150,-1500,South Lakeland
134010,,,22,22,4,,1.55,1,BRONZE AGE,-2150,-800,Hinckley and Bosworth
526896,Barbed and tanged,,22,20,4,,1.5,1,BRONZE AGE,-2150,-1500,West Oxfordshire
65470,,,23,25,4,,1.46,1,BRONZE AGE,,,Suffolk Coastal
262745,,,23.3,21.9,4,,1.64,1,NEOLITHIC,-2500,-1150,Horsham
262747,,,23.3,21.9,4,,1.64,1,NEOLITHIC,-2500,-1150,Horsham
812575,barbed and tanged,,24,20,4,,1.53,1,BRONZE AGE,-2350,-1500,Charnwood
474948,,,24,17.5,4,,1.41,1,BRONZE AGE,-1500,-800,Wellingborough
23824,,,24.38,16.7,4,,,1,BRONZE AGE,-2500,-700,Tewkesbury
14633,,,24.5,16.4,4,,1.33,1,NEOLITHIC,-4000,-700,Merthyr Tydfil
4301,,,25,17,4,,,1,UNKNOWN,,,Tonbridge and Malling
47147,"large, flat, leaf shaped",,25.4,30.5,4,,,1,BRONZE AGE,-2500,-700,Selby
654374,,,26,18,4,,1.25,1,BRONZE AGE,-2700,-1600,Rushcliffe
818024,,,26.2,17.7,4,,1.68,1,NEOLITHIC,-2700,-1600,Cherwell
418494,,,27,22,4,,1.8,1,NEOLITHIC,-3000,-1800,Blaby
148129,,,27,19,4,,1.8,1,NEOLITHIC,,,Hambleton
121872,,,27.5,19,4,,,1,BRONZE AGE,-2150,-800,Daventry
225352,,,27.8,17.6,4,,,1,NEOLITHIC,,,Denbighshire
475000,,,28,17,4,,2.08,1,NEOLITHIC,-4500,-2100,Cornwall
476001,,,28,16,4,,,1,NEOLITHIC,-3500,-1500,South Kesteven
19028,barbed and tanged,,28,19,4,,2.07,1,BRONZE AGE,-2500,-1500,Mid Suffolk
474559,Barbed and tanged,,28,18.5,4,,1.5,1,BRONZE AGE,-2500,-1500,North Dorset
257372,,,28.2,21.7,4,,2.63,1,NEOLITHIC,-3000,-2200,Stratford-on-Avon
702674,,,28.6,17.3,4,,1.7,1,NEOLITHIC,-2400,-1500,Cornwall
788447,,,29,17,4,,1.57,1,NEOLITHIC,-4000,-23351,Charnwood
110623,,,29,23,4,,2.94,1,NEOLITHIC,,,Babergh
269242,shale,,30,17,4,,2.26,1,MESOLITHIC,-6500,-2900,Pendle
446070,,,30,17,4,,1.45,1,NEOLITHIC,-4500,-2900,Cornwall
161197,,,30,19,4,,2.71,1,NEOLITHIC,-3500,-2100,Harborough
77650,,,30,21,4,,,1,NEOLITHIC,-2500,-2100,Rotherham
154925,Tanged and barbed,,30,24,4,,,1,BRONZE AGE,-2150,-1500,East Devon
135131,,,30,28,4,,2.3,1,BRONZE AGE,-2150,-800,Charnwood
825155,,,30,21,4,,3.23,1,NEOLITHIC,,,Melton
209049,,,30.2,18,4,,1.74,1,NEOLITHIC,-2500,-1500,Newark and Sherwood
154905,,,31,24,4,,,1,NEOLITHIC,-4000,-2351,East Devon
409326,Leaf-shaped,,31,16,4,,1.9,1,NEOLITHIC,-3800,-2500,West Lindsey
476956,,,31,18,4,,2.13,1,NEOLITHIC,-2900,-2100,Cornwall
400770,Leaf-shaped,,31.9,19.8,4,,1.93,1,NEOLITHIC,-3500,-2100,North Lincolnshire
466929,,,32,1,4,,2.07,1,NEOLITHIC,-4500,-2100,
37325,,,32,21,4,,2.49,1,NEOLITHIC,-4000,-1500,Suffolk Coastal
842960,Leaf-shaped arrowhead,,33,19,4,,5.66,1,NEOLITHIC,-4000,-2350,Purbeck
220926,Leaf Shaped,,33,18,4,,3.06,1,NEOLITHIC,,,East Devon
430440,transverse,British oblique,34.7,21.9,4,,2.56,1,NEOLITHIC,-3000,-2400,Bolsover
2816,,,37,15,4,,,1,BRONZE AGE,-2500,-700,
90902,,,37,22,4,,2.54,1,BRONZE AGE,-2000,-1500,Elmbridge
21227,,,38,27,4,,4.97,1,NEOLITHIC,-3000,-1500,North Norfolk
431970,leaf shaped,,39,18.5,4,,,1,NEOLITHIC,-3500,-2100,Rugby
660136,,,41,22,4,,,1,NEOLITHIC,-3000,-2351,Broadland
227821,,,41,18,4,,,1,NEOLITHIC,-2500,-1500,King's Lynn and West Norfolk
116353,,,92,,4,,6.1,1,MEDIEVAL,1200,1300,City and County of the City of London
213346,barbed and tanged,,,,4,,,1,BRONZE AGE,-2300,-1700,Broadland
491297,British Oblique,,30.29,21.65,4.01,,2.5,1,NEOLITHIC,-3000,-2400,West Lindsey
388109,Leaf Shaped,,20.35,17.36,4.03,,1.64,1,NEOLITHIC,-3500,-2100,North Lincolnshire
437015,,,28.6,16.88,4.04,,1.54,1,BRONZE AGE,-2150,-1500,St. Edmundsbury
106469,,,29.25,19.18,4.04,,1.71,1,NEOLITHIC,-2500,-1500,West Oxfordshire
179240,transverse,oblique,32.7,20.16,4.04,,1.89,1,NEOLITHIC,3000,2000,Derbyshire Dales
508505,,,25.03,14.28,4.07,,1.3,1,BRONZE AGE,-2500,-700,West Oxfordshire
99367,Transverse,,32.6,18.3,4.08,,1.95,1,NEOLITHIC,-2500,-2100,Selby
203810,,,18.6,18.8,4.1,,1.1,1,BRONZE AGE,-2150,-800,Selby
184809,Barbed and Tanged,,19.6,18.1,4.1,,1.05,1,NEOLITHIC,-2500,-1500,North Lincolnshire
250631,,,21.4,14.9,4.1,,0.9,1,BRONZE AGE,-2150,-800,East Riding of Yorkshire
463292,,,22.5,20.6,4.1,,1.5,1,BRONZE AGE,-2000,-1000,Cornwall
460619,,,22.8,15.3,4.1,,1.46,1,NEOLITHIC,-3500,-2900,Doncaster
738218,,,23.3,14.9,4.1,,2.4,1,UNKNOWN,43,1650,Stafford
448458,Leaf Shaped,,26,17.3,4.1,,1.81,1,NEOLITHIC,-3500,-2100,North Lincolnshire
453688,,,26.1,14.9,4.1,,1.64,1,NEOLITHIC,-3500,-2100,North Lincolnshire
463280,,,26.5,19.6,4.1,,1.7,1,BRONZE AGE,-2000,-1000,Cornwall
471097,,,26.7,17.1,4.1,,1.57,1,NEOLITHIC,-2500,-2100,Cornwall
127724,Leaf Shaped,,30.2,17.4,4.1,,2.28,1,NEOLITHIC,-2900,-2150,Shropshire
223141,,,30.6,15.4,4.1,,1.7,1,NEOLITHIC,-3500,-2150,East Riding of Yorkshire
204368,,,30.7,17,4.1,,2.3,1,NEOLITHIC,-2500,-1500,Rotherham
89181,,,24.83,,4.12,,1.4,1,BRONZE AGE,,,East Riding of Yorkshire
537890,,,28,20,4.12,,2,1,NEOLITHIC,-2500,-1500,Cornwall
25341,Leaf-Shaped Arrowhead,,31.69,17.25,4.13,,,1,NEOLITHIC,-4000,-2200,Malvern Hills
400620,Chisel,,42.46,31.53,4.13,,4.06,1,NEOLITHIC,-2500,-2100,Mendip
512031,,,38.01,19.73,4.14,,2.99,1,NEOLITHIC,-2500,-1500,Suffolk Coastal
275286,Leaf-shaped,"Type 4B/C (Green 1980, figs 28-29)",41.88,19.82,4.14,,,1,NEOLITHIC,-3500,-2500,North Lincolnshire
461204,,,26.7,17.86,4.15,,1.73,1,NEOLITHIC,-3500,-2900,Doncaster
717536,Leaf-shaped,,33.86,16.86,4.15,,2.77,1,NEOLITHIC,-4000,-3501,Suffolk Coastal
752526,,,48.09,19.51,4.16,,6.44,1,BRONZE AGE,-2150,-1500,Mid Suffolk
227088,,,29.51,24.46,4.17,,2.5,1,BRONZE AGE,-2150,-1500,South Lakeland
482312,,,21.4,14.1,4.2,,1.27,1,NEOLITHIC,-2500,-2100,Cornwall
62409,Barbed and tanged,,21.7,17.6,4.2,,1.7,1,BRONZE AGE,-2300,-1500,Pembrokeshire
101492,,,21.7,19.2,4.2,,1.34,1,BRONZE AGE,-2000,-1500,East Hampshire
68037,Leaf-Shaped,,23,15.3,4.2,,1.66,1,NEOLITHIC,-3500,-2900,
184784,Leaf shaped,,24.9,18.1,4.2,,2.32,1,NEOLITHIC,-3500,-2100,North Lincolnshire
222803,Barbed and Tanged,,26,16.6,4.2,,1.4,1,BRONZE AGE,-2150,-1500,South Somerset
75377,,,27,23,4.2,,2.44,1,NEOLITHIC,-4500,-2000,Isle of Wight
45867,Leaf - Shaped Arrowhead,,27.19,19.22,4.2,,2.39,1,NEOLITHIC,-4000,-2200,
49787,,,27.6,17.4,4.2,,2,1,NEOLITHIC,,,Monmouthshire
49764,,,28.4,17.3,4.2,,1.9,1,NEOLITHIC,,,Caerphilly
185205,,,34.2,20.7,4.2,,2.6,1,BRONZE AGE,-2150,-1500,South Somerset
481188,,,40.1,19.5,4.2,,4.18,1,NEOLITHIC,-4500,-3500,Sevenoaks
427489,,,28.11,20.61,4.21,,2.15,1,NEOLITHIC,-2500,-2100,Wiltshire
457804,,,28.54,20.37,4.22,,1.7,1,BRONZE AGE,-2500,-1500,Great Yarmouth
236071,Leaf-shaped,,35.45,16.13,4.22,,2.54,1,NEOLITHIC,-3500,-2100,Colchester
48331,Leaf,,44.93,18.35,4.22,,3.81,1,NEOLITHIC,-4000,-2400,South Somerset
88891,Transverse,,36.14,22.62,4.23,,2.78,1,NEOLITHIC,-3500,-2900,Calderdale
117404,Leaf-shaped,,21.04,15.66,4.24,,1.23,1,NEOLITHIC,-3500,-2900,Taunton Deane
791389,,,24.89,18.05,4.25,,1.48,1,BRONZE AGE,-2500,-1500,Mole Valley
401941,,,23.21,17.96,4.28,,1.76,1,NEOLITHIC,-3000,-2000,Mole Valley
387071,Leaf-shaped,,26.21,18.68,4.28,,1.97,1,NEOLITHIC,-3500,-2900,North Lincolnshire
401943,,,28.58,20.72,4.28,,2.33,1,BRONZE AGE,-2000,-1500,Guildford
401904,,,38.23,15.39,4.29,,2.22,1,BRONZE AGE,-2000,-1500,Mole Valley
484353,,,24.5,16.8,4.3,,1.91,1,NEOLITHIC,-3500,-2900,Wakefield
184587,Barbed and Tanged,,28.6,17.3,4.3,,1.55,1,NEOLITHIC,-2500,-1500,North Lincolnshire
28187,proximal section (point),,30.3,16.4,4.3,,,1,BRONZE AGE,-2500,-700,East Riding of Yorkshire
219239,Transverse,,36.7,32.3,4.3,,4.35,1,NEOLITHIC,-2500,-2100,Bassetlaw
452341,,,28.31,23.35,4.32,,2.7,1,NEOLITHIC,-4500,-2100,Cornwall
822945,,,42.01,24.14,4.32,,5.97,1,NEOLITHIC,-4000,-3000,Babergh
409202,,,26.07,18.55,4.33,,2.5,1,NEOLITHIC,-4000,-2000,Waverley
453071,,,19.25,16.73,4.34,,1.3,1,BRONZE AGE,-2150,-1150,Cornwall
454188,,,25.3,18.7,4.36,,1.5,1,NEOLITHIC,-2500,-1500,
580060,,,20.46,16.09,4.37,,1.5,1,NEOLITHIC,-2500,-1500,West Berkshire
144305,,,29.41,18.32,4.37,,1.76,1,NEOLITHIC,-2500,-1500,Vale of White Horse
180020,flint,leaf-shaped,44.16,26.71,4.37,,4.34,1,NEOLITHIC,,,West Lindsey
252811,,,47.62,24.79,4.37,,3.65,1,NEOLITHIC,-3500,-2100,Mendip
133795,,,18.74,12.35,4.38,,0.64,1,NEOLITHIC,-2150,-1500,South Northamptonshire
401908,,,31.26,,4.39,,1.93,1,BRONZE AGE,-2000,-1500,Mole Valley
291382,,,62.77,19.33,4.39,,18.02,1,MEDIEVAL,1066,1450,South Oxfordshire
744225,,,21,17.8,4.4,,1.53,1,NEOLITHIC,-2500,-1500,East Devon
51067,Barbed and Tanged,,21.1,15.5,4.4,,1.3,1,BRONZE AGE,-2300,-1500,the Vale of Glamorgan
458779,,,24.9,19.3,4.4,,1.5,1,BRONZE AGE,-2500,-1500,Wiltshire
811120,,,25.3,20,4.4,,1.7,1,BRONZE AGE,-2150,-1600,Cherwell
99310,,,28.3,21.6,4.4,,2.73,1,NEOLITHIC,-3500,-2100,Leeds
214043,Chisel,,29.6,19,4.4,,2.3,1,NEOLITHIC,-3500,-2150,South Somerset
209055,Oblique,,30,20.2,4.4,,2.65,1,NEOLITHIC,-2500,-1500,Newark and Sherwood
184795,Leaf shaped,,33.6,17.9,4.4,,2.33,1,NEOLITHIC,-3500,-2100,North Lincolnshire
240542,Leaf Shaped,,38.4,19.6,4.4,,3.35,1,NEOLITHIC,-3500,-2100,North Lincolnshire
256582,,,54.9,46.1,4.4,,9.04,1,NEOLITHIC,-2500,-2100,Ryedale
478988,,,24.37,15.11,4.42,,1.5,1,NEOLITHIC,-4500,-2100,Cornwall
417381,Transverse,,35.89,32.28,4.42,,4.1,1,NEOLITHIC,-2500,-2100,Wiltshire
133793,,,28.69,21.51,4.43,,1.55,1,BRONZE AGE,-2150,-1500,South Northamptonshire
822101,,,39.17,18.87,4.43,,3.41,1,NEOLITHIC,-4000,-2000,Waverley
388028,,,22.6,16.97,4.45,,1.61,1,NEOLITHIC,-3500,-1500,Mendip
743876,,,24.22,18.36,4.45,,1.71,1,NEOLITHIC,-2700,-2551,Babergh
716435,,,25.88,16.73,4.45,,1.46,1,BRONZE AGE,-2400,-1600,East Riding of Yorkshire
510943,Oblique,,41.7,19.53,4.45,,3.73,1,NEOLITHIC,-2500,-2100,Isle of Wight
795652,,,37.37,18.27,4.46,,5.86,1,MEDIEVAL,1200,1500,Braintree
605727,Oblique,,38.82,20.04,4.47,,3.91,1,NEOLITHIC,-2700,-1601,St. Edmundsbury
472024,,,20.05,11.85,4.49,,1.05,1,NEOLITHIC,-2500,-1500,Rotherham
469747,Oblique,,34.64,14.61,4.49,,2.36,1,NEOLITHIC,-3300,-2200,Waverley
93902,,,49.66,12.36,4.49,,4.09,1,MEDIEVAL,,,High Peak
225658,,,23.9,17.5,4.5,,1.86,1,NEOLITHIC,-2500,-1500,Rotherham
191022,,,24.2,12,4.5,,1.37,1,NEOLITHIC,-2500,-2100,Oldham
112404,,,26,22,4.5,,2.5,1,NEOLITHIC,-3500,-2900,Swindon
112682,,,27,13,4.5,,1.41,1,NEOLITHIC,-3000,-700,Swindon
650662,,,29,23,4.5,,1.8,1,NEOLITHIC,,,Powys
201591,Barbed and Tanged,,30.3,15.7,4.5,,1.69,1,NEOLITHIC,-2500,-1500,North Lincolnshire
98723,,,31,18,4.5,,2.43,1,NEOLITHIC,-2500,-2100,Wiltshire
215822,oblique,transverse,31.4,14.7,4.5,,1.85,1,NEOLITHIC,-3500,-2100,North East Derbyshire
738624,,,31.5,15,4.5,,,1,NEOLITHIC,-3000,-2351,North Norfolk
561033,,,32,20,4.5,,,1,NEOLITHIC,-4000,-3000,South Norfolk
146635,,,37,21.5,4.5,,,1,NEOLITHIC,,,Swansea
730732,Oblique,,43,35,4.5,,8.9,1,NEOLITHIC,-3300,-2200,Lewes
429091,,,28.72,26.25,4.53,,2.73,1,NEOLITHIC,-2500,-1500,Doncaster
404092,oblique,,28.38,22.97,4.54,,2.13,1,NEOLITHIC,-2500,-2100,Mendip
131480,Barbed and Tanged,,21.26,17.28,4.55,,1.34,1,BRONZE AGE,-2500,-2100,North Dorset
64358,barbed and tanged,,26.3,17.28,4.55,,1.4,1,BRONZE AGE,,,South Derbyshire
243257,,,18.67,48.01,4.57,,10,1,BRONZE AGE,-2150,800,Cheshire East
452973,,,29.06,16.32,4.58,,1.46,1,BRONZE AGE,-2500,-1500,Surrey Heath
474493,,,21.1,16.1,4.6,,2.39,1,NEOLITHIC,-2500,-2100,Cornwall
142095,,barbed and tanged,24.4,20.3,4.6,,1.48,1,BRONZE AGE,-2500,-2100,West Dorset
14452,Barbed and tanged arrowhead,,25.9,16,4.6,,1.7,1,BRONZE AGE,-2500,-1800,the Vale of Glamorgan
613744,Oblique,,27,17.7,4.6,,2.32,1,NEOLITHIC,-2700,-2350,Cornwall
264922,,,30.4,19.4,4.6,,2.36,1,NEOLITHIC,-2500,-1150,Lewes
465027,,,32.4,26.6,4.6,,3.54,1,NEOLITHIC,-2500,-2100,Cornwall
480886,,,36,25,4.6,,,1,NEOLITHIC,4000,3000,Breckland
214610,Barbed and tanged,,36.6,22.4,4.6,,2.75,1,BRONZE AGE,-2150,-1150,Wealden
127721,Leaf Shaped,,39.2,15.1,4.6,,2.43,1,NEOLITHIC,-2900,-2150,Shropshire
41064,,,39.5,18.1,4.6,,2.92,1,NEOLITHIC,-4000,-700,Newark and Sherwood
401934,,,26.38,19.44,4.66,,2.55,1,NEOLITHIC,-3000,-2000,Mole Valley
451517,Barbed and Tanged,,31.22,25.12,4.69,,3,1,BRONZE AGE,-2150,-1500,East Riding of Yorkshire
475326,,,18.6,21.8,4.7,,1.2,1,NEOLITHIC,-2500,-2100,Cornwall
477501,Leaf Shaped,,26.6,20.1,4.7,,2.33,1,NEOLITHIC,-3500,-2100,North Lincolnshire
31345,Leaf,Green's type 3B,29.6,16.2,4.7,,1.5,1,NEOLITHIC,-2600,-1900,Forest of Dean
186281,,,31.7,19.3,4.7,,2.4,1,NEOLITHIC,-3500,-2500,Doncaster
184550,,,32,15.9,4.7,,1.95,1,NEOLITHIC,-3500,-2100,North Lincolnshire
799188,,,34,16.8,4.7,,2.36,1,BRONZE AGE,-2350,-1600,North Lincolnshire
630059,,,78.27,14.61,4.7,,9,1,MEDIEVAL,,,Isle of Anglesey
246417,leaf shaped,,32.6,20.96,4.71,,3.06,1,NEOLITHIC,-3500,-2500,Rotherham
183380,,,24.28,24.04,4.75,,2.27,1,BRONZE AGE,-2500,-1500,Reigate and Banstead
649216,Oblique,,39.72,19.91,4.76,,2.37,1,NEOLITHIC,-2700,-2551,Babergh
452975,,,18.62,23.16,4.77,,1.87,1,BRONZE AGE,-2500,-1500,Surrey Heath
240370,,,35.52,20.33,4.79,,3.49,1,NEOLITHIC,-3500,-2900,Wealden
206836,,,20.3,16.5,4.8,,6.8,1,BRONZE AGE,-2150,-800,Hambleton
483467,,,22.35,21.11,4.8,,1.63,1,BRONZE AGE,-2500,-1150,Wealden
784817,,,23.4,19.3,4.8,,2.05,1,NEOLITHIC,,,Tonbridge and Malling
433776,,,23.9,15.75,4.8,,1.76,1,NEOLITHIC,-4500,-1500,West Somerset
417319,transverse,,27.1,22.9,4.8,,3.78,1,NEOLITHIC,-2500,-2100,Rotherham
565681,Leaf,,30.1,27.8,4.8,,3.9,1,NEOLITHIC,-4000,-2701,Harrogate
453684,leaf-shaped,,32.2,15.4,4.8,,2.27,1,NEOLITHIC,-3500,-2100,North Lincolnshire
430436,leaf shaped,,34.7,16.3,4.8,,2.5,1,NEOLITHIC,-3500,-2100,Bolsover
389979,Leaf-shaped,,36.3,18.6,4.8,,3.4,1,NEOLITHIC,-3500,-2500,Isle of Wight
205314,Leaf Shaped,,40,21.2,4.8,,3.8,1,NEOLITHIC,-3000,-2500,County of Herefordshire
24653,,,41.1,30.76,4.8,,,1,BRONZE AGE,,,Hinckley and Bosworth
402402,,,57.07,8.36,4.81,,3.71,1,POST MEDIEVAL,1450,1700,Tower Hamlets
525208,,,34.83,19.38,4.83,,3.16,1,NEOLITHIC,-3000,-1000,St. Edmundsbury
133152,,,20.5,17.65,4.84,,1.6,1,NEOLITHIC,-3500,-1500,Malvern Hills
287809,,,27.63,19.27,4.85,,2.5,1,NEOLITHIC,-3500,-2900,Rugby
6823,,,57.6,14.89,4.85,,9.73,1,EARLY MEDIEVAL,900,1300,East Northamptonshire
151625,,,22.4,15.83,4.89,,1.2,1,BRONZE AGE,,,East Riding of Yorkshire
404451,,,28.54,17.51,4.89,,2.26,1,NEOLITHIC,-2500,-2100,Mendip
750137,,,24.1,21.6,4.9,,1.9,1,BRONZE AGE,-2300,-1600,East Riding of Yorkshire
178868,,,27.3,25.3,4.9,,2.95,1,NEOLITHIC,-2500,-1500,North Lincolnshire
181203,Barbed and Tanged,,27.9,26.5,4.9,,2.68,1,NEOLITHIC,-2500,-1500,North Lincolnshire
265738,,,28.22,29.51,4.9,,4.05,1,NEOLITHIC,-2500,-2100,Taunton Deane
134054,Leaf Shaped,,28.3,19.3,4.9,,2.06,1,NEOLITHIC,-2900,-2150,Shropshire
389528,,,28.5,18.5,4.9,,2,1,NEOLITHIC,-3500,-1150,Rother
514931,Oblique,British,29.3,17.7,4.9,,1.84,1,NEOLITHIC,-2100,-1500,Shropshire
275273,,,32.1,18.6,4.9,,2.14,1,NEOLITHIC,-3500,-2900,Doncaster
415736,,,39.3,20.8,4.9,,5,1,NEOLITHIC,-3500,-2100,Lichfield
192731,,,39.5,23.3,4.9,,4.32,1,NEOLITHIC,-3500,-2900,Wiltshire
125236,,,51.7,13.1,4.9,,4.5,1,MEDIEVAL,,,Harrogate
287731,Tanged,,22.67,17.37,4.91,,1.9,1,BRONZE AGE,-2150,-1500,West Somerset
534526,,,33.76,19.02,4.91,,2.56,1,NEOLITHIC,-4500,2000,Mole Valley
251929,,,28.88,23.31,4.99,,2.97,1,NEOLITHIC,-2500,-2100,South Somerset
571360,,,47.95,37.86,4.99,,5.95,1,NEOLITHIC,-2700,-2551,Forest Heath
438371,,,3.2,1.25,5,,1.5,1,NEOLITHIC,-3500,-2100,Solihull
781430,,,20.1,14.8,5,,1.2,1,BRONZE AGE,-2150,-1500,West Oxfordshire
48536,,,21,27,5,,2.94,1,MESOLITHIC,-8000,-1500,Ashford
483107,,,21.5,18.5,5,,1.22,1,NEOLITHIC,-4500,-2100,Cornwall
98724,,,22,14,5,,1.21,1,NEOLITHIC,-3500,-800,Wiltshire
506747,Barbed and tanged,,23,24,5,,,1,NEOLITHIC,-2500,-1500,West Lindsey
447413,,,23,30,5,,2.2,1,NEOLITHIC,-2500,-2000,Cornwall
461726,,,25.3,22.1,5,,3.07,1,NEOLITHIC,-2500,-2100,Rotherham
466534,,,28,23.5,5,,2.32,1,NEOLITHIC,-2500,-1500,Cornwall
410382,,,30,20,5,,4.04,1,NEOLITHIC,-6500,-2900,Pendle
112656,Barbed and tanged,,30,27,5,,3.11,1,BRONZE AGE,-2500,-700,Swindon
124195,,,30,17,5,,,1,BRONZE AGE,-2150,-1500,Blackburn with Darwen
484819,barbed and tanged arrowhead,,32,18,5,,2.28,1,BRONZE AGE,-2800,-1500,South Gloucestershire
499341,,,32,26,5,,2.54,1,BRONZE AGE,-2100,-1500,Charnwood
515922,,,32,24,5,,3.56,1,BRONZE AGE,,,Hinckley and Bosworth
95515,,,33,19,5,,,1,NEOLITHIC,-2600,-1900,Carlisle
104979,,,33,21,5,,2.8,1,BRONZE AGE,-2150,-800,Melton
100292,,,34,24,5,,3.77,1,NEOLITHIC,-3500,-2100,Melton
135555,,,34,13,5,,2.73,1,NEOLITHIC,-3500,-2100,Mid Suffolk
42694,,,34,22,5,,,1,BRONZE AGE,-2500,-700,Shepway
